id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1405434002178121738,1405424544446173186,2021-06-17 17:55:52 AEST,2021-06-17,17:55:52,+1000,1307144576696643584,carlhan30554840,Carl Hansen,,"@MaBovill @ProfPCDoherty Why do you keep pushing crap from LIE NEWS Australia  that has peddled FAKE cures, QAnon cult conspiracies &amp; has undermined Australia's pandemic response with  anti-mask, anti public health measures, anti vax dribble",en,[],[],[],0,0,0,[],[],https://twitter.com/CarlHan30554840/status/1405434002178121738,False,,0,,,,,,,,"[{'screen_name': 'MaBovill', 'name': 'Izzy – #FreePalestine 🇵🇸 #PfizerForAll', 'id': '1226936213677826054'}, {'screen_name': 'ProfPCDoherty', 'name': 'Prof. Peter Doherty', 'id': '602403521'}]",,,,
