id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1404759220214398979,1404759220214398979,2021-06-15 21:14:31 AEST,2021-06-15,21:14:31,+1000,959241456664813568,sickfvck_,Black Metal Jeff Hardy,,If ur anti covid vax then I reserve the right to bully u,en,[],[],[],0,1,1,[],[],https://twitter.com/sickfvck_/status/1404759220214398979,False,,0,,,,,,,,[],,,,
1404585062763429892,1404585062763429892,2021-06-15 09:42:29 AEST,2021-06-15,09:42:29,+1000,1361051135331606529,ogadhra,Dochtuir Sean o Gadhra,,"Victoria pausing Pfizer rollout due to supply shortage, feds response is to promise Pfizer for GP’s QAnon anti- vax ScottyQ in charge  Just saying",en,[],[],[],0,0,0,[],[],https://twitter.com/OGadhra/status/1404585062763429892,False,https://twitter.com/noplaceforsheep/status/1404572397336875008,0,,,,,,,,[],,,,
1404393821941559303,1404393821941559303,2021-06-14 21:02:34 AEST,2021-06-14,21:02:34,+1000,2983948026,melbourneswifty,Georgia 💛💛,,The fact his club had to come out and confirm he hasn’t been vaccinated because anti vax idiots were using this tragic event to suit their agenda!!  https://t.co/IqV2nSYLE4,en,[],[],['https://pbs.twimg.com/media/E31ovEBVgAIvzP2.jpg'],0,0,2,[],[],https://twitter.com/melbourneswifty/status/1404393821941559303,False,,1,https://pbs.twimg.com/media/E31ovEBVgAIvzP2.jpg,,,,,,,[],,,,
1404388681444519937,1404367728685719557,2021-06-14 20:42:08 AEST,2021-06-14,20:42:08,+1000,1154146508498800640,maddockglen,glen maddock,,"@kenny35391 @claytooon64 @Culbert_Report No they aren’t as there is still supply issues for vaccine . As well as the joyful anti vax stuff and fear mongering , fact some police are still waiting for immunizations . It’s a beuracratic minefield with each side blaming the other .",en,[],[],[],1,0,1,[],[],https://twitter.com/MaddockGlen/status/1404388681444519937,False,,0,,,,,,,,"[{'screen_name': 'kenny35391', 'name': 'Kenny35391', 'id': '1292440672323026944'}, {'screen_name': 'claytooon64', 'name': 'clayton martin', 'id': '625582989'}, {'screen_name': 'Culbert_Report', 'name': 'David Culbert', 'id': '187477761'}]",,,,
1404347267503464449,1404343992054009856,2021-06-14 17:57:34 AEST,2021-06-14,17:57:34,+1000,26443949,cami181,Camille G,,"Having kept our jobs during this and having family responsibilities we haven't been able to go earlier and stand in a line for 4 hours. No GPs in do Pfizer to date.   For all the anti vax people and the people wavering, are people who haven't had a chance",en,[],[],[],1,0,0,[],[],https://twitter.com/Cami181/status/1404347267503464449,False,,0,,,,,,,,[],,,,
1404326891318767617,1404063112131616772,2021-06-14 16:36:36 AEST,2021-06-14,16:36:36,+1000,1286213918113726468,fedupwiththelot,FedUp,,"@MAMike4 @_davidlimbrick And yeah - they absolutely are using you, and others who have been distressed by it all. Very easy to get emotionally based support for irrational crap in this environment. Like anti mask, anti vax. Following the science is much harder than finding a scapegoat.",en,[],[],[],0,0,0,[],[],https://twitter.com/FedUpWithTheLot/status/1404326891318767617,False,,0,,,,,,,,"[{'screen_name': 'MAMike4', 'name': '🤘 Mike Williams 🖖', 'id': '1421978605'}, {'screen_name': '_davidlimbrick', 'name': 'David Limbrick MP', 'id': '3250407883'}]",,,,
1404251917941837824,1404244759883915264,2021-06-14 11:38:41 AEST,2021-06-14,11:38:41,+1000,1273229379431104512,mockdelbourne,DocMelbourne,,"@alexbhturnbull @fangshimin This is a global platform  There are people in plenty of countries where Sino vaccines are the main option  Saying they ""don't work"" isn't far from anti vax rhetoric &amp; risks hesitancy  We get it, you hate the CCP! That's a good position, but don't spread anti vax in service of it",en,[],[],[],1,0,1,[],[],https://twitter.com/MockDelbourne/status/1404251917941837824,False,,0,,,,,,,,"[{'screen_name': 'alexbhturnbull', 'name': 'Alex Turnbull', 'id': '1224202268347551745'}, {'screen_name': 'fangshimin', 'name': '方舟子', 'id': '232201624'}]",,,,
1404249351367495681,1404090766859849732,2021-06-14 11:28:29 AEST,2021-06-14,11:28:29,+1000,1205336829970403328,kdghantous,"Karim ""Buy Crypto"" Ghantous",,"@fakeserpounce @ConceptualJames When people say they are pro or anti vax, I always ask, ""Which ones?"". Slapping the label of vaccine on a substance doesn't ipso facto make it useful.",en,[],[],[],0,0,0,[],[],https://twitter.com/kdghantous/status/1404249351367495681,False,,0,,,,,,,,"[{'screen_name': 'fakeserpounce', 'name': 'Fakeserpounce-Standing With Israel.', 'id': '3141256713'}, {'screen_name': 'ConceptualJames', 'name': 'James Lindsay, batshit sane', 'id': '826261914'}]",,,,
1404192791761080322,1404192791761080322,2021-06-14 07:43:44 AEST,2021-06-14,07:43:44,+1000,843293362228621313,rocky1622,Brian Humphries,,You take a vaccine you can’t go anywhere states lockdown what’s benefit l am not anti vax Morrison medical experts are questionable l will wait has long possible l want know what’s shit there injecting in my body what’s in it not much ask,en,[],[],[],0,0,0,[],[],https://twitter.com/rocky1622/status/1404192791761080322,False,,0,,,,,,,,[],,,,
1404095346867720203,1403859886652334083,2021-06-14 01:16:32 AEST,2021-06-14,01:16:32,+1000,1381845116516671490,el_duderino_2nd,El Duderino,,@paranoidfemoid @kudrakarma @inmelbourne8 @jonomccauley @DanielAndrewsMP I have fought against all types of discrimination all my life. And I refuse to be discrimated against.   I am not anti vax. If AZ was the only vaccine available then I would be first in line. But you can’t offer choice to one group and not another.,en,[],[],[],1,0,0,[],[],https://twitter.com/el_duderino_2nd/status/1404095346867720203,False,,0,,,,,,,,"[{'screen_name': 'paranoidfemoid', 'name': 'melissa 🇵🇸', 'id': '24596079'}, {'screen_name': 'kudrakarma', 'name': 'Cass 🇦🇺 🌏 ☀⚡🚲', 'id': '825869244222935040'}, {'screen_name': 'inmelbourne8', 'name': 'Smile like you mean it 🎶', 'id': '1473112832'}, {'screen_name': 'jonomccauley', 'name': 'Jono McCauley', 'id': '60037451'}, {'screen_name': 'DanielAndrewsMP', 'name': 'Dan Andrews', 'id': '228535666'}]",,,,
1403930115935936514,1403914582180069383,2021-06-13 14:19:58 AEST,2021-06-13,14:19:58,+1000,185871094,maximum_sincere,pfizer söze,,"@livo_sarah yeah it goes without saying i'm not anti vax, in fact I'm frustrated by how hard it is to get a vax and I feel like the kind of difficulties I'm having will probably translate to a lot of other people deciding it's all too much effort and not getting one at all",en,[],[],[],1,0,1,[],[],https://twitter.com/maximum_sincere/status/1403930115935936514,False,,0,,,,,,,,"[{'screen_name': 'livo_sarah', 'name': 'Sarah Liversidge', 'id': '1156520853519028225'}]",,,,
1403907893536067584,1403859886652334083,2021-06-13 12:51:39 AEST,2021-06-13,12:51:39,+1000,1473112832,inmelbourne8,Smile like you mean it 🎶,,"@paranoidfemoid @jonomccauley @DanielAndrewsMP I am not anti vax, I'm just saying that all people, whatever their age should not be denied the safer vaccine!",en,[],[],[],1,0,0,[],[],https://twitter.com/inmelbourne8/status/1403907893536067584,False,,0,,,,,,,,"[{'screen_name': 'paranoidfemoid', 'name': 'melissa 🇵🇸', 'id': '24596079'}, {'screen_name': 'jonomccauley', 'name': 'Jono McCauley', 'id': '60037451'}, {'screen_name': 'DanielAndrewsMP', 'name': 'Dan Andrews', 'id': '228535666'}]",,,,
